Interval start,Packet Sizes
11.67,0
11.671,0
11.672,0
11.673,0
11.674,0
11.675,0
11.676,0
11.677,0
11.678,0
11.679,0
11.68,0
11.681,0
11.682,0
11.683,0
11.684,0
11.685,0
11.686,0
11.687,0
11.688,0
11.689,0
11.69,0
11.691,0
11.692,0
11.693,0
11.694,0
11.695,0
11.696,0
11.697,0
11.698,0
11.699,0
11.7,0
11.701,0
11.702,0
11.703,0
11.704,0
11.705,0
11.706,0
11.707,0
11.708,0
11.709,0
11.71,0
11.711,0
11.712,0
11.713,0
11.714,0
11.715,0
11.716,0
11.717,0
11.718,0
11.719,0
11.72,0
11.721,0
11.722,0
11.723,0
11.724,0
11.725,0
11.726,0
11.727,0
11.728,0
11.729,0
11.73,0
11.731,0
11.732,0
11.733,0
11.734,0
11.735,0
11.736,0
11.737,0
11.738,0
11.739,0
11.74,0
11.741,0
11.742,0
11.743,0
11.744,0
11.745,0
11.746,0
11.747,0
11.748,0
11.749,0
11.75,0
11.751,0
11.752,0
11.753,0
11.754,0
11.755,0
11.756,0
11.757,0
11.758,0
11.759,0
11.76,0
11.761,0
11.762,0
11.763,0
11.764,0
11.765,0
11.766,0
11.767,0
11.768,0
11.769,0
11.77,0
11.771,0
11.772,0
11.773,0
11.774,0
11.775,0
11.776,0
11.777,0
11.778,0
11.779,0
11.78,0
11.781,0
11.782,0
11.783,0
11.784,0
11.785,0
11.786,0
11.787,0
11.788,0
11.789,0
11.79,0
11.791,0
11.792,0
11.793,0
11.794,0
11.795,0
11.796,0
11.797,0
11.798,0
11.799,0
11.8,0
11.801,0
11.802,0
11.803,0
11.804,0
11.805,0
11.806,0
11.807,0
11.808,0
11.809,0
11.81,0
11.811,0
11.812,0
11.813,0
11.814,0
11.815,0
11.816,0
11.817,0
11.818,0
11.819,0
11.82,0
11.821,0
11.822,0
11.823,0
11.824,0
11.825,0
11.826,0
11.827,0
11.828,0
11.829,0
11.83,0
11.831,0
11.832,0
11.833,0
11.834,0
11.835,0
11.836,0
11.837,0
11.838,0
11.839,0
11.84,0
11.841,0
11.842,0
11.843,0
11.844,0
11.845,0
11.846,0
11.847,0
11.848,0
11.849,0
11.85,0
11.851,0
11.852,0
11.853,0
11.854,0
11.855,0
11.856,0
11.857,0
11.858,0
11.859,0
11.86,0
11.861,0
11.862,0
11.863,0
11.864,0
11.865,0
11.866,0
11.867,0
11.868,0
11.869,0
11.87,0
11.871,0
11.872,0
11.873,0
11.874,0
11.875,0
11.876,0
11.877,0
11.878,0
11.879,0
11.88,0
11.881,0
11.882,0
11.883,0
11.884,0
11.885,0
11.886,0
11.887,0
11.888,0
11.889,0
11.89,0
11.891,0
11.892,0
11.893,0
11.894,0
11.895,0
11.896,0
11.897,0
11.898,0
11.899,0
11.9,0
11.901,0
11.902,0
11.903,0
11.904,0
11.905,0
11.906,0
11.907,0
11.908,0
11.909,0
11.91,0
11.911,0
11.912,0
11.913,0
11.914,0
11.915,0
11.916,0
11.917,0
11.918,0
11.919,0
11.92,0
11.921,0
11.922,0
11.923,0
11.924,0
11.925,0
11.926,0
11.927,0
11.928,0
11.929,0
11.93,0
11.931,0
11.932,0
11.933,0
11.934,0
11.935,0
11.936,0
11.937,0
11.938,0
11.939,0
11.94,0
11.941,0
11.942,0
11.943,0
11.944,0
11.945,0
11.946,0
11.947,0
11.948,0
11.949,0
11.95,0
11.951,0
11.952,0
11.953,0
11.954,0
11.955,0
11.956,0
11.957,0
11.958,0
11.959,0
11.96,0
11.961,0
11.962,0
11.963,0
11.964,0
11.965,0
11.966,0
11.967,0
11.968,0
11.969,0
11.97,0
11.971,0
11.972,0
11.973,0
11.974,0
11.975,0
11.976,0
11.977,0
11.978,0
11.979,0
11.98,0
11.981,0
11.982,0
11.983,0
11.984,0
11.985,0
11.986,0
11.987,0
11.988,0
11.989,0
11.99,0
11.991,0
11.992,0
11.993,0
11.994,0
11.995,0
11.996,0
11.997,0
11.998,0
11.999,0
12,0
12.001,0
12.002,0
12.003,0
12.004,0
12.005,0
12.006,0
12.007,0
12.008,0
12.009,0
12.01,0
12.011,0
12.012,0
12.013,0
12.014,0
12.015,0
12.016,0
12.017,0
12.018,0
12.019,0
12.02,0
12.021,0
12.022,0
12.023,0
12.024,0
12.025,0
12.026,0
12.027,0
12.028,0
12.029,0
12.03,0
12.031,0
12.032,0
12.033,0
12.034,0
12.035,0
12.036,0
12.037,0
12.038,0
12.039,0
12.04,0
12.041,0
12.042,0
12.043,0
12.044,0
12.045,0
12.046,0
12.047,0
12.048,0
12.049,0
12.05,0
12.051,0
12.052,0
12.053,0
12.054,0
12.055,0
12.056,0
12.057,0
12.058,0
12.059,0
12.06,0
12.061,0
12.062,0
12.063,0
12.064,0
12.065,0
12.066,0
12.067,0
12.068,0
12.069,0
12.07,0
12.071,0
12.072,0
12.073,0
12.074,0
12.075,0
12.076,0
12.077,600
12.078,0
12.079,0
12.08,0
12.081,0
12.082,0
12.083,0
12.084,0
12.085,0
12.086,0
12.087,0
12.088,0
12.089,0
12.09,0
12.091,0
12.092,0
12.093,0
12.094,0
12.095,0
12.096,0
12.097,0
12.098,0
12.099,0
12.1,0
12.101,0
12.102,0
12.103,0
12.104,0
12.105,0
12.106,0
12.107,0
12.108,0
12.109,0
12.11,2608
12.111,0
12.112,0
12.113,0
12.114,0
12.115,0
12.116,0
12.117,0
12.118,0
12.119,0
12.12,0
12.121,0
12.122,0
12.123,0
12.124,0
12.125,0
12.126,0
12.127,0
12.128,0
12.129,0
12.13,0
12.131,0
12.132,0
12.133,0
12.134,0
12.135,0
12.136,0
12.137,0
12.138,0
12.139,0
12.14,0
12.141,0
12.142,0
12.143,0
12.144,0
12.145,0
12.146,0
12.147,0
12.148,0
12.149,0
12.15,0
12.151,0
12.152,0
12.153,0
12.154,0
12.155,0
12.156,0
12.157,0
12.158,0
12.159,0
12.16,0
12.161,0
12.162,0
12.163,0
12.164,0
12.165,0
12.166,0
12.167,0
12.168,0
12.169,0
12.17,0
12.171,0
12.172,0
12.173,0
12.174,0
12.175,0
12.176,0
12.177,26688
12.178,0
12.179,0
12.18,0
12.181,0
12.182,0
12.183,0
12.184,0
12.185,0
12.186,0
12.187,0
12.188,0
12.189,0
12.19,0
12.191,0
12.192,0
12.193,1800
12.194,0
12.195,0
12.196,0
12.197,0
12.198,0
12.199,0
12.2,0
12.201,0
12.202,0
12.203,0
12.204,0
12.205,0
12.206,0
12.207,0
12.208,0
12.209,0
12.21,0
12.211,0
12.212,0
12.213,0
12.214,0
12.215,0
12.216,0
12.217,0
12.218,0
12.219,0
12.22,0
12.221,0
12.222,0
12.223,0
12.224,0
12.225,0
12.226,0
12.227,0
12.228,0
12.229,0
12.23,0
12.231,0
12.232,0
12.233,0
12.234,0
12.235,0
12.236,0
12.237,0
12.238,0
12.239,0
12.24,0
12.241,0
12.242,0
12.243,0
12.244,0
12.245,0
12.246,0
12.247,0
12.248,0
12.249,0
12.25,0
12.251,0
12.252,0
12.253,0
12.254,0
12.255,0
12.256,0
12.257,0
12.258,0
12.259,0
12.26,0
12.261,0
12.262,0
12.263,0
12.264,0
12.265,0
12.266,0
12.267,0
12.268,7504
12.269,0
12.27,0
12.271,0
12.272,0
12.273,0
12.274,0
12.275,0
12.276,0
12.277,0
12.278,0
12.279,0
12.28,0
12.281,0
12.282,0
12.283,0
12.284,0
12.285,0
12.286,0
12.287,0
12.288,0
12.289,0
12.29,0
12.291,0
12.292,0
12.293,0
12.294,0
12.295,0
12.296,0
12.297,0
12.298,0
12.299,0
12.3,0
12.301,0
12.302,0
12.303,0
12.304,0
12.305,0
12.306,0
12.307,0
12.308,0
12.309,0
12.31,0
12.311,0
12.312,0
12.313,0
12.314,0
12.315,0
12.316,0
12.317,0
12.318,0
12.319,0
12.32,0
12.321,0
12.322,0
12.323,0
12.324,0
12.325,0
12.326,0
12.327,0
12.328,0
12.329,0
12.33,0
12.331,0
12.332,0
12.333,0
12.334,0
12.335,0
12.336,0
12.337,0
12.338,0
12.339,0
12.34,0
12.341,0
12.342,0
12.343,0
12.344,0
12.345,0
12.346,0
12.347,0
12.348,0
12.349,0
12.35,0
12.351,0
12.352,0
12.353,0
12.354,0
12.355,0
12.356,0
12.357,0
12.358,0
12.359,0
12.36,0
12.361,0
12.362,0
12.363,0
12.364,0
12.365,0
12.366,0
12.367,0
12.368,0
12.369,0
12.37,0
12.371,0
12.372,0
12.373,0
12.374,0
12.375,0
12.376,0
12.377,0
12.378,0
12.379,0
12.38,0
12.381,0
12.382,0
12.383,0
12.384,0
12.385,0
12.386,0
12.387,0
12.388,0
12.389,0
12.39,0
12.391,0
12.392,0
12.393,0
12.394,0
12.395,0
12.396,0
12.397,0
12.398,0
12.399,0
12.4,0
12.401,0
12.402,0
12.403,0
12.404,0
12.405,0
12.406,0
12.407,0
12.408,0
12.409,0
12.41,0
12.411,0
12.412,0
12.413,0
12.414,0
12.415,0
12.416,0
12.417,0
12.418,0
12.419,0
12.42,0
12.421,0
12.422,0
12.423,0
12.424,0
12.425,0
12.426,0
12.427,0
12.428,0
12.429,0
12.43,0
12.431,0
12.432,0
12.433,0
12.434,0
12.435,0
12.436,0
12.437,0
12.438,0
12.439,0
12.44,0
12.441,0
12.442,0
12.443,0
12.444,0
12.445,0
12.446,0
12.447,0
12.448,0
12.449,0
12.45,0
12.451,0
12.452,0
12.453,0
12.454,0
12.455,0
12.456,0
12.457,0
12.458,0
12.459,0
12.46,0
12.461,0
12.462,0
12.463,0
12.464,0
12.465,0
12.466,0
12.467,0
12.468,0
12.469,0
12.47,0
12.471,0
12.472,0
12.473,0
12.474,0
12.475,0
12.476,0
12.477,0
12.478,0
12.479,0
12.48,0
12.481,0
12.482,0
12.483,0
12.484,0
12.485,0
12.486,0
12.487,0
12.488,0
12.489,0
12.49,0
12.491,0
12.492,0
12.493,0
12.494,0
12.495,0
12.496,0
12.497,0
12.498,0
12.499,0
12.5,0
12.501,0
12.502,0
12.503,0
12.504,0
12.505,0
12.506,0
12.507,0
12.508,0
12.509,0
12.51,0
12.511,0
12.512,0
12.513,0
12.514,0
12.515,0
12.516,0
12.517,0
12.518,0
12.519,0
12.52,0
12.521,0
12.522,0
12.523,0
12.524,0
12.525,0
12.526,0
12.527,0
12.528,0
12.529,0
12.53,0
12.531,0
12.532,0
12.533,0
12.534,0
12.535,0
12.536,0
12.537,0
12.538,0
12.539,0
12.54,0
12.541,0
12.542,0
12.543,0
12.544,0
12.545,0
12.546,0
12.547,0
12.548,0
12.549,0
12.55,0
12.551,0
12.552,0
12.553,0
12.554,0
12.555,0
12.556,0
12.557,0
12.558,0
12.559,0
12.56,0
12.561,0
12.562,0
12.563,0
12.564,0
12.565,0
12.566,0
12.567,0
12.568,0
12.569,0
12.57,0
12.571,0
12.572,0
12.573,0
12.574,0
12.575,0
12.576,0
12.577,0
12.578,0
12.579,0
12.58,0
12.581,0
12.582,0
12.583,0
12.584,0
12.585,0
12.586,0
12.587,0
12.588,0
12.589,0
12.59,0
12.591,0
12.592,0
12.593,0
12.594,0
12.595,0
12.596,0
12.597,0
12.598,0
12.599,0
12.6,0
12.601,0
12.602,0
12.603,0
12.604,0
12.605,0
12.606,0
12.607,0
12.608,0
12.609,0
12.61,0
12.611,0
12.612,0
12.613,0
12.614,0
12.615,0
12.616,0
12.617,0
12.618,0
12.619,0
12.62,0
12.621,0
12.622,0
12.623,0
12.624,0
12.625,0
12.626,0
12.627,0
12.628,0
12.629,0
12.63,0
12.631,0
12.632,0
12.633,0
12.634,0
12.635,0
12.636,0
12.637,0
12.638,0
12.639,0
12.64,0
12.641,0
12.642,0
12.643,0
12.644,0
12.645,0
12.646,0
12.647,0
12.648,0
12.649,0
12.65,0
12.651,0
12.652,0
12.653,0
12.654,0
12.655,0
12.656,0
12.657,0
12.658,0
12.659,0
12.66,0
12.661,0
12.662,0
12.663,0
12.664,0
12.665,0
12.666,0
12.667,0
12.668,0
12.669,0
12.67,0
12.671,0
12.672,0
12.673,0
12.674,0
12.675,0
12.676,0
12.677,0
12.678,0
12.679,0
12.68,0
12.681,0
12.682,0
12.683,0
12.684,0
12.685,0
12.686,0
12.687,0
12.688,0
12.689,0
12.69,0
12.691,0
12.692,0
12.693,0
12.694,0
12.695,0
12.696,0
12.697,0
12.698,0
12.699,0
12.7,0
12.701,0
12.702,0
12.703,0
12.704,0
12.705,0
12.706,0
12.707,0
12.708,0
12.709,0
12.71,0
12.711,0
12.712,0
12.713,0
12.714,0
12.715,0
12.716,0
12.717,0
12.718,0
12.719,0
12.72,0
12.721,0
12.722,0
12.723,0
12.724,0
12.725,0
12.726,0
12.727,0
12.728,0
12.729,0
12.73,0
12.731,0
12.732,0
12.733,0
12.734,0
12.735,0
12.736,0
12.737,0
12.738,0
12.739,0
12.74,0
12.741,0
12.742,0
12.743,0
12.744,0
12.745,0
12.746,0
12.747,0
12.748,0
12.749,0
12.75,0
12.751,0
12.752,0
12.753,0
12.754,0
12.755,0
12.756,0
12.757,0
12.758,0
12.759,0
12.76,0
12.761,0
12.762,0
12.763,0
12.764,0
12.765,0
12.766,0
12.767,0
12.768,0
12.769,0
12.77,0
12.771,0
12.772,0
12.773,0
12.774,0
12.775,0
12.776,0
12.777,0
12.778,0
12.779,0
12.78,0
12.781,0
12.782,0
12.783,0
12.784,0
12.785,0
12.786,0
12.787,0
12.788,0
12.789,0
12.79,0
12.791,0
12.792,0
12.793,0
12.794,0
12.795,0
12.796,0
12.797,0
12.798,0
12.799,0
12.8,0
12.801,0
12.802,0
12.803,0
12.804,0
12.805,0
12.806,0
12.807,0
12.808,0
12.809,0
12.81,0
12.811,0
12.812,0
12.813,0
12.814,0
12.815,0
12.816,0
12.817,0
12.818,0
12.819,0
12.82,0
12.821,0
12.822,0
12.823,0
12.824,0
12.825,0
12.826,0
12.827,0
12.828,0
12.829,0
12.83,0
12.831,0
12.832,0
12.833,0
12.834,0
12.835,0
12.836,0
12.837,0
12.838,0
12.839,0
12.84,0
12.841,0
12.842,0
12.843,0
12.844,0
12.845,0
12.846,0
12.847,0
12.848,0
12.849,0
12.85,0
12.851,0
12.852,0
12.853,0
12.854,0
12.855,0
12.856,0
12.857,0
12.858,0
12.859,0
12.86,0
12.861,0
12.862,0
12.863,0
12.864,0
12.865,0
12.866,0
12.867,0
12.868,0
12.869,0
12.87,0
12.871,0
12.872,0
12.873,0
12.874,0
12.875,0
12.876,0
12.877,0
12.878,0
12.879,0
12.88,0
12.881,0
12.882,0
12.883,0
12.884,0
12.885,0
12.886,0
12.887,0
12.888,0
12.889,0
12.89,0
12.891,0
12.892,0
12.893,0
12.894,0
12.895,0
12.896,0
12.897,0
12.898,0
12.899,0
12.9,0
12.901,0
12.902,0
12.903,0
12.904,0
12.905,0
12.906,0
12.907,0
12.908,0
12.909,0
12.91,0
12.911,0
12.912,0
12.913,0
12.914,0
12.915,0
12.916,0
12.917,0
12.918,0
12.919,0
12.92,0
12.921,0
12.922,0
12.923,0
12.924,0
12.925,0
12.926,0
12.927,0
12.928,0
12.929,0
12.93,0
12.931,0
12.932,0
12.933,0
12.934,0
12.935,0
12.936,0
12.937,0
12.938,0
12.939,0
12.94,0
12.941,0
12.942,0
12.943,0
12.944,0
12.945,0
12.946,0
12.947,0
12.948,0
12.949,0
12.95,0
12.951,0
12.952,0
12.953,0
12.954,0
12.955,0
12.956,0
12.957,0
12.958,0
12.959,0
12.96,0
12.961,0
12.962,0
12.963,0
12.964,0
12.965,0
12.966,0
12.967,0
12.968,0
12.969,0
12.97,0
12.971,0
12.972,0
12.973,0
12.974,0
12.975,0
12.976,0
12.977,0
12.978,0
12.979,0
12.98,0
12.981,0
12.982,0
12.983,0
12.984,0
12.985,0
12.986,0
12.987,0
12.988,0
12.989,0
12.99,0
12.991,0
12.992,0
12.993,0
12.994,0
12.995,0
12.996,0
12.997,0
12.998,0
12.999,0
13,0
13.001,0
13.002,0
13.003,0
13.004,0
13.005,0
13.006,0
13.007,0
13.008,0
13.009,0
13.01,0
13.011,0
13.012,0
13.013,0
13.014,0
13.015,0
13.016,0
13.017,0
13.018,0
13.019,0
13.02,0
13.021,0
13.022,0
13.023,0
13.024,0
13.025,0
13.026,0
13.027,0
13.028,0
13.029,0
13.03,0
13.031,0
13.032,0
13.033,0
13.034,0
13.035,0
13.036,0
13.037,0
13.038,0
13.039,0
13.04,0
13.041,0
13.042,0
13.043,0
13.044,0
13.045,0
13.046,0
13.047,0
13.048,0
13.049,0
13.05,0
13.051,0
13.052,0
13.053,0
13.054,0
13.055,0
13.056,0
13.057,0
13.058,0
13.059,0
13.06,0
13.061,0
13.062,0
13.063,0
13.064,0
13.065,0
13.066,0
13.067,0
13.068,0
13.069,0
13.07,0
13.071,0
13.072,0
13.073,0
13.074,0
13.075,0
13.076,0
13.077,0
13.078,0
13.079,0
13.08,0
13.081,0
13.082,0
13.083,0
13.084,0
13.085,0
13.086,0
13.087,0
13.088,0
13.089,0
13.09,0
13.091,0
13.092,0
13.093,0
13.094,0
13.095,0
13.096,0
13.097,0
13.098,0
13.099,0
13.1,0
13.101,0
13.102,0
13.103,0
13.104,0
13.105,0
13.106,0
13.107,0
13.108,0
13.109,0
13.11,0
13.111,0
13.112,0
13.113,0
13.114,0
13.115,0
13.116,0
13.117,0
13.118,0
13.119,0
13.12,0
13.121,0
13.122,0
13.123,0
13.124,0
13.125,0
13.126,0
13.127,0
13.128,0
13.129,0
13.13,0
13.131,0
13.132,0
13.133,0
13.134,0
13.135,0
13.136,0
13.137,0
13.138,0
13.139,0
13.14,0
13.141,0
13.142,0
13.143,0
13.144,0
13.145,0
13.146,0
13.147,0
13.148,0
13.149,0
13.15,0
13.151,0
13.152,0
13.153,0
13.154,0
13.155,0
13.156,0
13.157,0
13.158,0
13.159,0
13.16,0
13.161,0
13.162,0
13.163,0
13.164,0
13.165,0
13.166,0
13.167,0
13.168,0
13.169,0
13.17,0
13.171,0
13.172,0
13.173,0
13.174,0
13.175,0
13.176,0
13.177,0
13.178,0
13.179,0
13.18,0
13.181,0
13.182,0
13.183,0
13.184,0
13.185,0
13.186,0
13.187,0
13.188,0
13.189,0
13.19,0
13.191,0
13.192,0
13.193,0
13.194,0
13.195,0
13.196,0
13.197,0
13.198,0
13.199,0
13.2,0
13.201,0
13.202,0
13.203,0
13.204,0
13.205,0
13.206,0
13.207,0
13.208,0
13.209,0
13.21,0
13.211,0
13.212,0
13.213,0
13.214,0
13.215,0
13.216,0
13.217,0
13.218,0
13.219,0
13.22,0
13.221,0
13.222,0
13.223,0
13.224,0
13.225,0
13.226,0
13.227,0
13.228,0
13.229,0
13.23,0
13.231,0
13.232,0
13.233,0
13.234,0
13.235,0
13.236,0
13.237,0
13.238,0
13.239,0
13.24,0
13.241,0
13.242,0
13.243,0
13.244,0
13.245,0
13.246,0
13.247,0
13.248,0
13.249,0
13.25,0
13.251,0
13.252,0
13.253,0
13.254,0
13.255,0
13.256,0
13.257,0
13.258,0
13.259,0
13.26,0
13.261,0
13.262,0
13.263,0
13.264,0
13.265,0
13.266,0
13.267,0
13.268,0
13.269,0
13.27,0
13.271,0
13.272,0
13.273,0
13.274,0
13.275,0
13.276,0
13.277,0
13.278,0
13.279,0
13.28,0
13.281,0
13.282,0
13.283,0
13.284,0
13.285,0
13.286,0
13.287,0
13.288,0
13.289,0
13.29,0
13.291,0
13.292,0
13.293,0
13.294,0
13.295,0
13.296,0
13.297,0
13.298,0
13.299,0
13.3,0
13.301,0
13.302,0
13.303,0
13.304,0
13.305,0
13.306,0
13.307,0
13.308,0
13.309,0
13.31,0
13.311,0
13.312,0
13.313,0
13.314,0
13.315,0
13.316,0
13.317,0
13.318,0
13.319,0
13.32,0
13.321,0
13.322,0
13.323,0
13.324,0
13.325,0
13.326,0
13.327,0
13.328,0
13.329,0
13.33,0
13.331,0
13.332,0
13.333,0
13.334,0
13.335,0
13.336,0
13.337,0
13.338,0
13.339,0
13.34,0
13.341,0
13.342,0
13.343,0
13.344,0
13.345,0
13.346,0
13.347,0
13.348,0
13.349,0
13.35,0
13.351,0
13.352,0
13.353,0
13.354,0
13.355,0
13.356,0
13.357,0
13.358,0
13.359,0
13.36,0
13.361,0
13.362,0
13.363,0
13.364,0
13.365,0
13.366,0
13.367,0
13.368,0
13.369,0
13.37,0
13.371,0
13.372,0
13.373,0
13.374,0
13.375,0
13.376,0
13.377,0
13.378,0
13.379,0
13.38,0
13.381,0
13.382,0
13.383,0
13.384,0
13.385,0
13.386,0
13.387,0
13.388,0
13.389,0
13.39,0
13.391,0
13.392,0
13.393,0
13.394,0
13.395,0
13.396,0
13.397,0
13.398,0
13.399,0
13.4,0
13.401,0
13.402,0
